"fap","tr_age","annee_2017_2019","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"E0Z22","45-49 ans",2.66535,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","50-54 ans",3.58609,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","55-59 ans",2.03471,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","60 ans ou plus",0.25798,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"D3Z20","15-24 ans",45.54984,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","25-29 ans",20.7113,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","30-34 ans",16.39531,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","35-39 ans",14.13705,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","40-44 ans",17.01093,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","45-49 ans",16.48598,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","50-54 ans",13.94683,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","55-59 ans",14.06215,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","60 ans ou plus",3.83402,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D0Z","15-24 ans",9.36853,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","25-29 ans",5.29177,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","30-34 ans",5.02538,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","35-39 ans",4.30603,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","40-44 ans",4.15354,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","45-49 ans",5.02254,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","50-54 ans",6.10497,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","55-59 ans",3.17582,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","60 ans ou plus",0.69914,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"F4Z41","15-24 ans",1.38766,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","25-29 ans",2.98866,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","30-34 ans",4.60512,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","35-39 ans",4.61202,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","40-44 ans",5.18037,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","45-49 ans",9.00383,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","50-54 ans",6.93146,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","55-59 ans",5.18034,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","60 ans ou plus",3.1077,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C1Z","15-24 ans",5.35704,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","25-29 ans",3.95199,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","30-34 ans",5.00848,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","35-39 ans",6.20737,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","40-44 ans",6.15898,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","45-49 ans",7.86461,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","50-54 ans",7.08748,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","55-59 ans",5.61021,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","60 ans ou plus",0.92847,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"G0A","15-24 ans",18.28903,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","25-29 ans",18.33771,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","30-34 ans",19.72423,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","35-39 ans",25.43342,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","40-44 ans",24.96506,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","45-49 ans",30.45123,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","50-54 ans",30.25262,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","55-59 ans",30.33546,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","60 ans ou plus",6.22504,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","15-24 ans",9.96051,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","25-29 ans",9.23196,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","30-34 ans",10.07699,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","35-39 ans",11.49906,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","40-44 ans",11.37332,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","45-49 ans",13.56293,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","50-54 ans",10.97774,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","55-59 ans",11.53756,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","60 ans ou plus",2.03572,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","15-24 ans",3.59672,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","25-29 ans",3.63612,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","30-34 ans",3.39392,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","35-39 ans",4.26782,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","40-44 ans",3.38482,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","45-49 ans",3.83803,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","50-54 ans",5.78192,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","55-59 ans",4.56437,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","60 ans ou plus",1.02499,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"J1Z","15-24 ans",43.77754,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","25-29 ans",49.54251,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","30-34 ans",56.35071,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","35-39 ans",59.66967,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","40-44 ans",69.67484,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","45-49 ans",74.73852,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","50-54 ans",71.59426,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","55-59 ans",54.94703,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","60 ans ou plus",15.91185,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D4Z","15-24 ans",10.28716,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","25-29 ans",10.4469,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","30-34 ans",15.38327,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","35-39 ans",15.81235,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","40-44 ans",16.407,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","45-49 ans",16.48004,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","50-54 ans",18.12545,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","55-59 ans",16.11841,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","60 ans ou plus",2.87839,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"B4Z44","15-24 ans",9.31062,"Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","25-29 ans",15.03155,"Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
