"Fap","annee","Pourcentage","Temps_travail","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"G0A","2017-2019",25.33,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","2017-2019",6.46,"Temps partiel","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",1.38,"dont sous-emploi","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",23.59,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",4.26,"Temps partiel","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",1.03,"dont sous-emploi","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",27.63,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",2.74,"Temps partiel","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"J1Z","2017-2019",1.9,"dont sous-emploi","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","2017-2019",18.72,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","2017-2019",6.05,"Temps partiel","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D4Z","2017-2019",1.28,"dont sous-emploi","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","2017-2019",21.63,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","2017-2019",3.33,"Temps partiel","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"B4Z44","2017-2019",6.03,"dont sous-emploi","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","2017-2019",46.22,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","2017-2019",10.01,"Temps partiel","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"G0B","2017-2019",1.97,"dont sous-emploi","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","2017-2019",38.82,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","2017-2019",5.37,"Temps partiel","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"E1Z","2017-2019",2.63,"dont sous-emploi","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","2017-2019",27.65,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","2017-2019",7.34,"Temps partiel","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",0.58,"dont sous-emploi","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",20.27,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",7.61,"Temps partiel","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"B1Z","2017-2019",2.35,"dont sous-emploi","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","2017-2019",29.21,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","2017-2019",2.82,"Temps partiel","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2017-2019",2.35,"dont sous-emploi","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2017-2019",29.21,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","2017-2019",2.82,"Temps partiel","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B2Z","2017-2019",2.72,"dont sous-emploi","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z","2017-2019",35.41,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z","2017-2019",4.32,"Temps partiel","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"J1Z40","2017-2019",2.18,"dont sous-emploi","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","2017-2019",15.16,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","2017-2019",6.02,"Temps partiel","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"B4Z","2017-2019",3.54,"dont sous-emploi","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z","2017-2019",47.22,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z","2017-2019",6.92,"Temps partiel","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"F1Z","2017-2019",5.69,"dont sous-emploi","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","2017-2019",27.13,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","2017-2019",16.03,"Temps partiel","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",8.46,"dont sous-emploi","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",30.64,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",23.02,"Temps partiel","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F3Z","2017-2019",1.21,"dont sous-emploi","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","2017-2019",37.43,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","2017-2019",6.34,"Temps partiel","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",0.58,"dont sous-emploi","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",22.52,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",3.05,"Temps partiel","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F1Z40","2017-2019",0.49,"dont sous-emploi","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","2017-2019",21.92,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","2017-2019",2.92,"Temps partiel","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"G0A43","2017-2019",4.44,"dont sous-emploi","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","2017-2019",20.25,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","2017-2019",10.79,"Temps partiel","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"D1Z","2017-2019",1.13,"dont sous-emploi","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","2017-2019",21.95,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","2017-2019",3.65,"Temps partiel","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",1.2,"dont sous-emploi","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",19.23,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",4.11,"Temps partiel","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D2Z","2017-2019",1.45,"dont sous-emploi","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z","2017-2019",29.94,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z","2017-2019",3.24,"Temps partiel","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"S3Z00","2017-2019",2.64,"dont sous-emploi","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z00","2017-2019",89.69,"Temps complet travaillant plus de 40h par semaine","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z00","2017-2019",11.15,"Temps partiel","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",2.04,"dont sous-emploi","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",83.4,"Temps complet travaillant plus de 40h par semaine","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",9.17,"Temps partiel","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"N0Z","2017-2019",1.31,"dont sous-emploi","Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
