"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"D4Z","AU","Autres secteurs",35.55048,29.154326816821,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"B4Z44","FZ","Construction",144.73956,90.1727479359387,"Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","AU","Autres secteurs",15.77408,9.82725206406135,"Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"G0B","GZ","Commerce ; réparation d'automobiles et de motocycles",144.97781,80.6794774864797,"Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","HZ","Transports et entreposage",8.02629,4.46659308314118,"Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","AU","Autres secteurs",26.69192,14.8539294303791,"Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"E1Z","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",83.0453,27.3651969466554,"Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","CG","Fabrication de produits en caoutchouc et en plastique",53.79445,17.7264182185748,"Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","CH","Métallurgie et fabrication de produits métalliques",26.90263,8.86499017202661,"Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","AU","Autres secteurs",139.72812,46.0433946627432,"Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","CC","Travail du bois, industries du papier et imprimerie",5.73309,94.8375314507284,"Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","CG","Fabrication de produits en caoutchouc et en plastique",0.28756,4.75685547304708,"Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","AU","Autres secteurs",0.02452,0.40561307622449,"Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"B1Z","FZ","Construction",71.61277,78.2891685150439,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","HZ","Transports et entreposage",5.56064,6.07905380578762,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","OZ","Administration publique",4.77927,5.22483733569996,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","AU","Autres secteurs",9.51945,10.4069403434686,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","FZ","Construction",71.61277,78.2891685150439,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","HZ","Transports et entreposage",5.56064,6.07905380578762,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","OZ","Administration publique",4.77927,5.22483733569996,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","AU","Autres secteurs",9.51945,10.4069403434686,"Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B2Z","FZ","Construction",307.45662,87.8853264821701,"Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z","AU","Autres secteurs",42.38178,12.1146735178299,"Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"J1Z40","GZ","Commerce ; réparation d'automobiles et de motocycles",118.64841,29.8985831006408,"Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","HZ","Transports et entreposage",70.48917,17.7627859230494,"Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","CL","Fabrication de matériels de transport",25.63557,6.45998728493112,"Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","AU","Autres secteurs",182.06308,45.8786436913787,"Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"B4Z","FZ","Construction",434.13744,84.9630237229536,"Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z","OZ","Administration publique",15.92939,3.11746699492718,"Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z","AU","Autres secteurs",60.90538,11.9195092821193,"Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"F1Z","CB","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",42.61512,61.6331502253729,"Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","SZ","Autres activités de services",7.42022,10.7316730297912,"Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","GZ","Commerce ; réparation d'automobiles et de motocycles",4.58753,6.6348264572153,"Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","AU","Autres secteurs",14.52031,21.0003502876206,"Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","CB","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",24.55866,54.4435547373797,"Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","SZ","Autres activités de services",7.23551,16.0402434309469,"Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","GZ","Commerce ; réparation d'automobiles et de motocycles",3.66204,8.11829616072189,"Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","AU","Autres secteurs",9.65227,21.3979056709514,"Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F3Z","FZ","Construction",32.07009,40.7111133791805,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",23.22002,29.476464421735,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","CC","Travail du bois, industries du papier et imprimerie",15.72837,19.966250619805,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","AU","Autres secteurs",7.7563,9.84617157927956,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","FZ","Construction",30.02788,51.9108715747081,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","CC","Travail du bois, industries du papier et imprimerie",12.04313,20.8196307827097,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",10.7486,18.5817045428418,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","AU","Autres secteurs",5.02546,8.68779309974039,"Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F1Z40","CB","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",18.05646,75.1266606725529,"Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","CG","Fabrication de produits en caoutchouc et en plastique",2.30261,9.58036072027557,"Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","GZ","Commerce ; réparation d'automobiles et de motocycles",0.92549,3.85064255041359,"Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","AU","Autres secteurs",2.75013,11.442336056758,"Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"G0A43","OZ","Administration publique",25.49002,37.9149106181598,"Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","QB","Hébergement médico-social et social et action sociale sans hébergement",8.95483,13.3197847255834,"Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","IZ","Hébergement et restauration",8.39635,12.4890784616405,"Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","AU","Autres secteurs",24.38834,36.2762261946162,"Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"D1Z","CH","Métallurgie et fabrication de produits métalliques",39.00194,37.4200988704969,"Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","CL","Fabrication de matériels de transport",20.13042,19.3139701949346,"Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","CK","Fabrication de machines et équipements n.c.a.",12.42891,11.924818125778,"Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","AU","Autres secteurs",32.66598,31.3411128087904,"Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","CH","Métallurgie et fabrication de produits métalliques",32.73627,40.2354298946188,"Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
